,entry,links,listbegin,listend,maxpage,title
25,"“kendi yalnızlığını arayan adam” şarkısı ile bugün spotify da dinlediğim şarkıyı söyleyen iskenderun ‘lu şarkıcı asıl ismi atilla'dır. iyi bir gitarist, iyi bir solist, iyi bir hoca, sohbeti keyifli, sahnesi afili, taptaze bir singlesahibigüzel insan. umarım profesyonel müzik hayatı uzun soluklu olur.",https://eksisozluk.com/gitar-ve-mavi--6050535,24.05.2019,05.06.2019,1,gitar ve mavi
26,"(bkz:amacli kullanilmak) (bkz:bosta kalan entryler) (bkz:jason newsted) (bkz:cliff burton) (bkz:geezer butler) (bkz:kamil erdem) bu aleti kimseles claypoolgibi çalamaz arkadaş.. hatta çalıpda söyleyemez... o yeah...(bkz:primus) (bkz:flea)(bkz:fieldy) özellikle grupların canlı performansını izlerken, aradan kulağımın seçip sadece onu dinlediği zamanların çok olduğu bi alet(bateri içinde geçerli bu çoğu zaman).müzik bütünlüğüne katkısının yanısıra tek başına da muhteşem.bana günlerce bıkmadan,usanmadan bas çalıcak biri varsa ruhumu satarım. (bkz:donald duck dunn) gruplarda çalındığında bateri ile birlikte müziğin alt yapısını oluşturan, çoğu zaman sesi kulakla ayırt edilemeyen, perde aralıkları geniş, ülkemizde gürol ağırbaşın üstadı olduğu muhteşem enstrüman...",https://eksisozluk.com/bas-gitar--97389,24.11.2000,04.06.2019,39,bas gitar
27,"çoğu zaman gitardan tek ton duyacağınız ve yahut hafif bir tıngırdama ile tellere dokunup rezil olmamak için bari sesimi ortaya çıkarayım diyerek bağırarak şarkı söyleyen, akorlara bakmadan çalamayan çalsa da ritmi tutturamayan, repertuarı çok geniş olmayıp 5-6 parça ile gitarla günü kurtarmaya çalışan devamını '' abi biri çalsın ben söyleyim, valla çok yoruldum'' gibi bir serzenişle işi kaçağa bindiren insandır.orta düzey gitar çalan ya da çalmaya çalışan biri olarak ara ara başıma gelen budur. daha beterleri de var evet. grup yorum'da bir aralar bağlama çalan bir arkadaşımla beraber gitar/bağlama yapalım dedik, ortam olur dedik, rakı dedik, bira dedik 5-6 şarkı sonra gitar kucağımda kendimi sadece şarkı söylerken buldum.*trajikomik.daha önce hiç kurs almadım, kendi başıma öğrenmeye çalıştım gitar çalmayı ve ortamlarda anı kurtarmak için fena da olmadı. ancak ilerletemedim arkadaş! yok mu bundan sonra ilerlemenin kolay bir yolu ?eminim bu hadise bir çok gitar çalmaya çalışan suserin başına gelmiştir. vay bize vaylar bize... (bkz:freddie mercury) konu kapanmıştır.",https://eksisozluk.com/sesi-guzel-olup-iyi-gitar-calamayan-insan--6060438,03.06.2019,03.06.2019,1,sesi güzel olup iyi gitar çalamayan insan
28,"solakligin ayricaligini kullanamamak da denilebilir kisaca. ayrica (bkz:solak gitar calmak) gitar çalmaya hevesli solaklar her gittikleri yerde solak olmayanlar için yapılmış gitarlarla karşılaştıkları için bir süre sonra evrim geçirirler ve bu duruma ayak uydurmak zorunda kalırlar. yeni başlayanlara gitar hocası nasıl olsa iki elinizi de geliştirmek zorundasınız o yüzden farketmez siz sağ ile çalın der böylece siz solak olup sağ ile çalmaya başlarsınız* (bkz:babyface)ülemizdeki örneği debülent özdemirdir. (bkz:noel gallagher) jimi hendrixsolak olup sag gitarla calmistir, ama tellerin yerini tersine cevirmistir ki normal tel dizilisi saglansin. ilginc bir goruntudur disardan tersine gitar. gitarın başına ""bas"" gelirsekeanu reevesin yaptığı eylem.. yeni basliyanlar icin olasi durum tavsiye sebebidir hatta.fakat sekiz on sene caldıktan sonra gitari sol elle tekrar basa dönüp arpej olsun pena tutması olsun etüd eylemek cok koyar bünyeye.direk sola dönülür ve cosarak hayvan sololar atılır.tabi gönülde ukte olarak kalmıs o kadar gitar modeli vardirki heves ettirirde acıkcası sag dönüsüme.* sağ eli geliştirmenin bir yoludur..sol eliyle dokunan ve sağ elinin parmaklarıyla klasik gitar vuruşları sergileyen bir insan evladı bünyeye yararlıdır. (bkz:hayatini tek askla gecirecek kadar salak olmak)*",https://eksisozluk.com/solak-olup-sag-gitar-calmak--326679,08.06.2002,03.06.2019,3,solak olup sağ gitar çalmak
29,anlam veremediğim olaydır. “gitar çalıcaksan rock yapıcaksın abii” felsefesinin bir ürünüdür.,https://eksisozluk.com/eline-her-gitar-alanin-rockci-olmasi--6060319,03.06.2019,03.06.2019,1,eline her gitar alanın rockçı
30,"irdelenmesi hususunda noksanlığını müşahede ettiğim bir mevzudur pek muhterem hanımefendiler, beyefendiler.gitar solo olarak adlandırılagelmiş uygulamaların rok müzik tabir edilen türde sıklıkla görülen ve bir o kadar da huşu içinde kendini dinlettiren nev-i şahsına münhasır güzelliklerden olmasının yanında, sevindirici bir şekilde görülmektedir ki pop müzik adı altında yapılmakta olan ve yer yer de halkımızın seçkin tabakası nezdinde dudak bükülerek yaklaşılan müzik türünde dahi bu nevi kaliteli ve insanı kendinden geçiren numunelerin varlığı da bizi ayrıyeten sevince gark etmektedir. işbu başlığın kendi içindeki tabi iddiası neticesidir ki yapacağımız tesbitlerin ve irdeleyeceğimiz eserlerin beğeni baremi pek bir kişisel olacaktır. tesellimiz o dur ki, her kim bu eserlerin henüz dinlememiş ise dinlesin, feyz alsın ve hayatında bir noksanlığı da gidermiş olsun.bir pop şarkısında icra edilmiş bulunan gitar solo denilince benim aklıma ilk olarak naçizane, ferda anıl yarkın isimli solistin sonuna kadar isimli eseri gelmektedir efendim. bu solonun ehemmiyeti, melodik olarak sağlam ve fakat kendi halinde ilerlemekte olan şarkıya katılmakla bambaşka bir hava vermesidir. burada - ve sayageleceğimiz ardıl eserlerde- mevzunun esası solonun teknik olarak kendi başına ne kadar mükemmel olduğuyla ilintili değil, daha ziyade şarkı ile bütünleşmesinde ve şarkıya kattığı ilave kıymet ile anlamlandırılmaktadır. zira bahsi geçen şarkıdan solonun çıkarılması, şarkının ikinci lige düşürülmesi tehlikesine gebedir.yine böyle şarkıya sınıf atlattıran bir başka numune pek muhterem nazan öncel'in bu kaçıncı bahar şarkısında görülür. ömrü ziyade olasıca peder beyimin bu hususta yaptığı yorum burada neşredilecek kadar kayda değerdir. şöyle ki; kendisi şarkının gitar solodan önceki ve sonraki kısımlarını milattan önce ve milattan sonra olarak taksimlendirir ki bu vesileyle solonun şarkı içerisindeki mevcudiyeti pek yerinde tanımlanmış olur.bunlardan ziyade olmak üzere diğer nev-i sololar vardır ki bunlar bir yandan şarkı söylenedururken alttan alttan geri mahiyede başlarlar, sözlerin nihayetlendiği kısımda hız alarak, kuvvetlenerek ve kendilerini ön satha yuvarlayarak devam ederler. bendeniz hanımkızımızın kapında günlerim adlı şarkısının sonlarında bulunan solo bu mahiyettedir ve pek lezizdir.yine aynı şekilde kendi içerisinde pek bir iddiasız ammavelakin şarkının içine nüfuz edişiyle takdire şayan bir başka soloyu yıldız tilbe'nin ilan-aşk adlı eseri barındırmaktadır.bunlar ilk atımda aklıma gelmekle beraber kayda değer bulduğum ve sözlük ahalisiyle paylaşmış olmaktan kafi derecede keyif aldığım beğenilesi eserlerdir efendim. listemize katkının gecikmeyeceği ve daha nice güzel eserlerin ve sahiplerinin bu satıhda neşredileceğine olan inacım tamdır. hürmetler ederim. (bkz:allah belanı versin'deki gitar solosu) (bkz:biz nereye) (bkz:dönence) yavuz çetinin herhangi bir şarkısında kendilerine rastlanabilir. düş sokağı sakinleri-veremem sana acımı demet sağıroğlu-papatya fallarısanki carlos santana çalıyor gitarları. kurban-ağla mor ve ötesi -yaz yaz yaz gençkan'ınkendimi kontrol edemiyorumisimli şarkısındaki solo da bunlardan biridir. hele klasik gitarla atıldığı göz önünde bulundurulursa daha bi güzelleşiyor.",https://eksisozluk.com/turkce-sarkilarda-icra-edilmis-guzel-gitar-sololar--2291351,12.01.2010,31.05.2019,10,türkçe şarkılarda icra edilmiş güzel gitar sololar
31,"ee madem her türlü şarkı başlangıç çeşidinin anketi var neden bunun da olmasın.ilk aklıma gelen:avenged sevenfold -  eternal rest accept-amamos la vidahttp://www.youtube.com/watch?v=w46whz-skq4accept-xtchttp://www.youtube.com/watch?v=mzirmejdkn0judas priest-rock hard ride freehttp://www.youtube.com/watch?v=mae5ght8ibajudas priest-heavy metalhttp://www.youtube.com/watch?v=k_1hliqwq7cdeath-to forgive is to sufferhttp://www.youtube.com/watch?v=36_zcvt-uciamorphis-drifting memorieshttp://www.youtube.com/watch?v=wslixsmnxfg gary moore-still got the blues şarkıya ısınmamızı sağlayan soloya sahip şarkılar.(bkz:lovin' you) msg-this is my hearthttp://www.youtube.com/watch?v=jsw4wnnmv9egnr-sweet child o' minehttp://www.youtube.com/watch?v=1w7ogimmrc4&ob=av3n yaşar-kumralım gary moore-parisienne walkwayshttp://www.youtube.com/watch?v=qythj40pasm the offspring-pay the man vinnie moore-the maze öncelikle,bitch please.(bkz:since i've been loving you)*[http://www.youtube.com/watch?v=89yw7wqoaiohttp://www.youtube.com/watch?v=89yw7wqoaio]",https://eksisozluk.com/gitar-solosuyla-baslayan-sarkilar--3335440,14.04.2012,29.05.2019,4,gitar solosuyla başlayan şarkılar
32,"her davulcuya yapılmaz bu. misal, bizimkisi gecenin bir saatindejudas priest'ten olsunking crimson'dan olsun nadide örnekler verdiğinden dolayı bu eylemi gerçekleştirmek gayet makuldür. ayrıca bizim davulcu biraz manyaktır, demeden geçemeyeğim.ibne.. (bkz:vocoder le ezan okumak) bas gitar varken gereksiz olan ramazan eglencesi. haftada bir davulcuyla bahsis toplamaya cikilabilir. (bkz:god his son and holy whore) çalınarak ironi puanlarını cebinize katabileceğiniz eylemdir.ha gecenin bir saatinde davulu, bozuk hoparlorlu camiden scream vokalli ezanı normal karşılayan adam benim gitarıma ses ederse ben de onu ""yavşak"" diye yaftalamaktan çekinmem tabi. farklı bir versiyonu için (bkz:davulcuya chacarron macarron ile eşlik etmek). bu gece deneyeceğim eylem. evet elektro gitarım var. hayır çalmayı bilmiyorum çok eğlenceli olacak.not :davulcuya bir şey demeyen mahallelinin bana kızmasını beklemiyorum.hede : o değilde davulcuya diss atıcaz başımıza bir iş gelmese bari. sonunda gercek olmustur. hell yeah \m/https://www.youtube.com/watch?v=vxilew9dqlm",https://eksisozluk.com/ramazan-davulcusuna-elektro-gitar-ile-eslik-etmek--1736599,08.10.2007,26.05.2019,1,ramazan davulcusuna elektro gitar ile eşlik etmek
33,"delikanlıyı bozar. ne skime bu kadar hızlı çalınıyorsa, iki ikilik duptak duptak duptakpunkritmine parmakların yetişmekte zorlanması, su toplaması, boku yemesi gibi sorunlardan dolayı bulunan yöntemdir bu. ha bass'ın o güzelim tok sesini yok eder mi? bu yakalanan tona bağlı ama vericen abicimgaini bünyeye oh oh. 80'lerden günümüze miras kalmış hadise.yerli yersiz kullanımı mideyebulantıgetirir,hazımsızlıkyapar. hatta bass için arpej penası bile vardır ki oha ya. cık cık cık... (bkz:jason newsted) böyle yapan basçı karizmasına -3 penalty alır kafadan.. tarz meselesidir. yerinde kullanilirsa gayet de leziz olur. ama olay parmaktadir yine de. o kadar da aşağılanmaması gereken bir olay.zira nice bas partileri vardır ki parmakla çalınırsa olmaz. olamaz.her şeyin yeri olduğu gibi bunun da yeri vardır ve doğru yerde yapıldığında tadından yenmez opena sesi.homofobikyapılı olmayıp bunu da geliştirmekte fayda vardır. sonuçta pena elinize yapışmıyor, ""kullanamamak"" tansa ""kullanmamak"" daha karizmadır ve eline pena almamış adamın da gelip 'bilinçli bir şekilde' pena ile bas çalan adama laf etmesi de mallıktır.tabi bunlar basın parmakla çalındığı gerçeğini yine de değiştiremez.hız için yapıldığı iddiası ise yazıştır.john myungsize çok uzaksa herhangi bir kalburüstü bir basçıdan olayları görebilirsiniz. bol bolslapçalanların zorlandığı hadise. zira bu kişilerin penayı zırt pırt ağzına götürdükleri veya bir kenara koydukları gözlemlenebilir. (bkz:anthony jackson)(bkz:chris squire)(bkz:justin chancellor)",https://eksisozluk.com/pena-ile-bas-gitar-calmak--722502,23.09.2003,24.05.2019,6,pena ile bas gitar çalmak
34,"bu aralar sözlükte bir haltlar var. ne yapıyorsam birileri çıkıyor bokun alasını atıyor.fenerlilerden nefret ediyorsunuz, hadi onu anladık.değer veren erkekler siktirsin gitsin.seviyorum diyebilenler siktirsin gitsin.seviştikten sonra kıçını dönmeyen erkekler siktirsin gitsin.göbeksiz-fit erkekler siktirsin gitsin.aldatmayan erkek zaten sıkıcı, allah onun belasını versin.ikizler burcuyum en önemlisi bu, sıçtık.spor salonunda spor yapan erkekler de bizahmet siktirsin gitsin.hasta kız arkadaşına yemek yapan erkekler de siktirsin gitsin.bakın lafım size: gitar çalan erkekler dikkatli olun. ben de çalıyorum şu allahın cezasını, bırakamıyorum, uğraşıyorum; maksat sözlük kızı beğensin. götü göbeği bağlayıp karakter denen şeyi bünyemden siktir ettim miydi tamamdır.yakında size saracaklar demedi demeyin.edit: bir tek kedi severliğim kurtarırsa kurtarır. onu da sözlük kızları sevmiş sevmemiş tınn, ben severim kedileri. dünyanın en gereksiz erkekleridir. berbat bi insan türü. olmaz olsunlar onlar. tatlı tatlı kaşınma/kaşıma opsiyonunu da içerirler. taksimin orta yerinde sallandırılası insanlar. tarak yağmuru altında şemsiyesiz kalasıcalar. sesleri büzüşesi de detone söyleyesiceler. hırsızdırlar. para verip alsanıza lan o gitarları pezemenkler. (bkz:slash) (bkz:vurun ulan vurun) gitar içinde silah taşıyor olabilirler. bu da onları çok seksi yapar.(bkz:desperado) bir dönem metalci değilse itici olabilen erkeklerdir. ama o bir dönem geçmediyse ve 30 yaşına gelmiş hala uzun saçlarıyla cın cın kafa sitiyorlarsa halen itici erkeklerdir. belirtilen kıstaslar dışında kalanlar mülayimlerdir, güzel çalarlar genelde.(bkz:bir iki değil bir sürü örneği var) genelde gitar çalamayan erkeklerin bok sıçratmaya çalıştığı erkek türüdür.",https://eksisozluk.com/gitar-calan-erkekler--2727304,20.03.2011,23.05.2019,14,gitar çalan erkekler
35,"içimde nice uzun yılların özlemi varbu gece efkarlıyım ağla gitar, çal gitar [eefendime söyliym]bitmesin bu sarhoşluk sürsün sabaha kadarbu gece efkarlıyım ağla gitar, çal gitar [oyoy}zeki mürenbeyefendi ile özdeşleşmiş bir şarkıydı hatıralarda kalan, daha sonraözdemir erdoğanvehüner coşkuneryorumlarını da dinledik ama ben en çokmarcello mastrioanniyorumunu sevdim, bir de kuş sütü. huner co$kuner yorumlarken bir de klip cekmi$ti ve de butun klip boyunca koltuk altini gostermi$ti ki buna uyuz olmayani gormedim. sozleriumit yasar oguzcan'a aittir, cogu avni anil bestesinde goruldugu uzre sanırım 1994 yılıydı.milliyet liseler arası müzik yarışması'nahasalbu şarkıyla da katılmıştı. ve en iyi erkek solist dalında ödül almıştı bizim solist. adamın muhteşem ötesi bi sesi vardı ama bizim okulda öğrenci değildi. bi kolpa çevirmiştiali naci erolama hatırlayamıyorum. belkide legaldir. hakkaten çocuk muhteşem söylemişti bu şarkıyı. - ağla gitar çal..- ne diyosun hilmi abi..- gitar dinleyesim var gitar çal diyorum- hemen abi.. drilliinggg..- öyle elle olmaz..- pena abi... hemen.. gitar ücretini yatırdınız mı abi? hilmi abi?- ne? nediyosun? pena da olmaz.. ağla çal..- ağla?- evet ağla gitar çal..- ne çalayım abi?- ağla gitar çal, gitar.. ne malımışın sen böyle ya..- peki abi.. sincap abi.. bestekarıavni anılolannihavendşarkı. içimde nice uzun yılların özlemi varbu gece efkarlıyım....aaağlaa gitar....çal çal çal gitaaarbitmesin bu şarhoşluksürsüüüüüüüüüünn sabaha kadardiye sözleri olan bir zamanlar zeki müren in söylediği şarkı. hüner coşkuner'in yorumu içimde bir sanat eserine karşı uyanan ender nefret duygusunun kaynağıdır..ayrıca (bkz:my guitar lies bleeding in my arms) iyi şarkı, güzel şarkı da abicim, niye gitar? sen orda saz heyetiyle, utla kemanla tamburla, efendime söyliyeyim kanunla cümbüşle neyle şarkıyı söyleyedur, ama ağla gitar çal gitar diye feryat et. bu şarkıyı dinlerken hep bu çelişkiyi düşünmüşümdür malesef. hiç distorşınlı elektro gitarla çalınan ""utumun sesi ne de güzel"", yahut sitarla çalınan ""bongomu dinleyin"" gibi bir parça olur mu? madem gitar sesine aşık bir musikişinassın, gitarla icra edilecek bir musiki eseri bestele de hem gönlümüz hoş olsun, hem dimağımız rahat olsun, hem de arada kültürler kaynaşsın sentez olsun değilmi? yok yok vazgeçtim, sentez olmasın, o vakit adı musiki olmaz ""etnik caz"" oluverir, tepem atar huzurum kaçar. önde gitar çalar, bir köşede ut ağlar. vazgeçtim, ut çalsın, gitar ağlasın. ya da ağlamasın kardeşim bana ne, allahallaaah... çingene pembesi puşt gözlüklerimizi takınca görürüz ki gitara bobi muamelesi yapan emir cümlesi. ağla gitar, çal gitar, hüzne gark et gitar, zıplat gitar, terliklerimi getir gitar... iki dakka nefes alsın şu gitar. sapına niye vazelin döktün gitar... gelme gitar..gelme gitar....",https://eksisozluk.com/agla-gitar-cal-gitar--224280,12.12.2001,22.05.2019,2,ağla gitar çal gitar
36,"electric bassın perdesiz hali. verdiği tonla enstrumanlar arasında bence en güzeli. tabi çalabilenin elinde.. (bkz:jaco) bazılarına göre kedi miyavlaması gibi tonu war. ama gel degör ki o ne miyavlama. (bkz:fender)(bkz:ken smith) flamencomüziğin vazgeçilmezlerindendir. gürol ağırbaşda sıkça kullanır. (bkz:individual thought patterns) aslında ilginç bir tersine evrim örneği sayılabilecek bir enstrüman. ilkbas gitarın yapılış sebepleri arasında perdeli bir enstrümanda notaların, perdesize göre daha doğru, daha kesin ve tam çalınabileceği fikri vardır. bu yüzden bas gitarlar perdelidir, hatta ilk bas gitarın ismi de buradan gelmektedir (bkz:fender precision) (precision : tam, doğru, isabetli ve kesin olma) bununla birlikte, perdesiz bas gitarlar perdesiz enstrümanların sunduğu esneklik ve özgürlüğü bas gitarların taşınabilirliğiyle birleştirmişlerdir. ilk perdesiz bas gitar, muhteşemjaco pastorius'a aittir. jaco bir turne sırasındafender jazz bass'ının perde demirlerini bir kerpetenle sökmüş, delikleri reçineyle doldurup, klavyeyi yat cilasıyla kaplamıştır. günümüzde ise hemen her firmanın perdesiz bas gitarı vardır. bu tür bas gitarlarda genellikle ""round wound"" yerine ""taper wound"" denilen teller kullanılarak daha yumuşak ve pürüzsüz ses elde edilebilir, slide'lar sırasında istenmeyen gürültülerin çıkması engellenir. (bkz:steve digiorgio) (bkz:perdesiz bas çalan yaratıklar) (bkz:perdesiz bas) slideolayının cok güzel yapılmasına izin verenbasstürü.. perde demirlerinin sesin akıcılıgını bozmasını engeller.. notalar tam görülemez ancak hal böyle iken, dolayısıyla daha zordur bunu iyi calmak perdelisine oranla, özellikle yeni ögreniyosa insan..",https://eksisozluk.com/perdesiz-bas-gitar--525619,18.09.2001,22.05.2019,4,perdesiz bas gitar
37,asın bayrakları asın kendisi pakistan kökenli olduğu için pakistan bayrağındaki ay yıldızı gitarının perdeleri arasına koymuştur. türk bayrağı ya da benzeri birşey olmayan simgedir.(bkz:ouija) (bkz:ouija board)(bkz:https://www.google.com/…arch?q=ouija board&tbm=isch) emin değilim ama sanki kirk filipinli mi neydi. herhangi bir ay yıldız olabileceği gibi klavye üzerinde rastgele bir araya gelmiş bile olabilirler.,https://eksisozluk.com/kirk-hammettin-gitar-perdelerindeki-ay-yildiz--6046210,21.05.2019,21.05.2019,1,kirk hammett'ın gitar perdelerindeki ay yıldız
38,"ispanyollar, italyanlar, biraz da ingilizler. güney amerikada yaşayan hispanik ve latinler de çok başarılı. çok sanatsal çalarlar. tartışmasız ispanya ardindan a.b.d afro amerikanların da unutulmaması gereken anket. rohanlılar ve ewoklar da ekstrem arpejleri ile yeni katkılar sunmuştur müziğe. rohanlıların en iyi gitar çalan milletler arasında geçmesi şahsımı ziyadesiyle üzmüştür. çünkü bilindiği üzere kendileri nefesli çalgılarda kendilerini eğitmişlerdir.gitar için mirkwood elfleri düşünülebilir. lothlorien'dekiler de fena değildir. ingilizlerdir.(bkz:jimmy page)(bkz:ritchie blackmore)(bkz:brian may)(bkz:david gilmour)(bkz:eric clapton)(bkz:jeff beck)(bkz:tony iommi)(bkz:slash) benim içinşunlardırha bir de bizden*var. konu sanat ve müzikse ingilizlerden başkasına bakmayın.",https://eksisozluk.com/en-iyi-gitar-calan-milletler--6042448,17.05.2019,17.05.2019,1,en iyi gitar çalan milletler
39,"yaz için bir gitar alıp çalmayı öğrenmek istiyorum. bütçem 300-500 tl arasında. kendim araştırdım açıkçası ama bu sadece fiyat bakma aşamasında kaldı. ilk olarak orta yollu bir gitarla başlayıp ileri aşamada geliştirmek istiyorum. bu konuda bilgisi olan yazar arkadaşların şu cahil insanı aydınlatması ve tavsiyelerini hem bana hem de benim gibi insanlara ulaştırması için açtım bu başlığı.haydi sözlüğün gitaristleri söz sizde! moral bozmak gibi olmasın ama letgo'da sizin gibi gitar alıp çalmayı düşünen, zora gelince de vazgeçip gitarını satmak isteyenlerin verdiği yüzlerce ilan var.yeteneginizin olup olmadığına emin degilseniz 150~200 lira civarı ikinci el bir klasik gitar işinizi görecektir. bu seviye gitarlarda marka da çok onemli değildir. ucuza kaçmayın,pahalı da olmasın. durumunuz el veriyorsa güzel bir marka seçin. ilerde canınız istediğinde satar paraya çevirir üzerine ekleyip başka model ya da marka alırsınız sorun olmaz.bana kalırsa en önemlisi; teller klavyeye ne kadar yakın ise o kadar rahat edersiniz. buna dikkat edin. zaten az iyi fiyatlı, markalı bir klasik gitar alacaksanız bu özellik genelinde fena değil.öğrenmek için işçiliği, malzeme kalitesi çok kötü olan en aşağı fiyat bir gitar alırsanız sizi öğrenirken yorar ve soğutur. tellerin klavyeye uzak ve yüksek olması henüz güçsüz olan el parmaklarinizla tellere basarken erkenden yorulmaniza ve elinize kramp falan girmenize sebep olacaktır. bu ne lan! diye gitarı bi kenara atıp bırakabilirsiniz sırf bu sebepten. hele bare denilen işaret parmağı ile tüm tellerin bir kerede basılarak diğer parmakların da gerektiği yerlere basmasıyla olan bazı akorlar vardır ki eliniz çok yorulur. düzgün ses de gelmez tellerden sinir olursunuz.kendinizin bakıp inceleyebilecegi, iyi markalardan, bulabilirseniz hatta ikinci el olsun kesinlikle.sıfır alıp garanti takıntısına girmenize lüzum yok. gitar yani bu insanlar çıkıp üzerine ziplamiyor. ikinci el alın, ama kendiniz de gitarı bir görün. bir bilen arkadaşla alın,sapına baksin, perdelerinden gelen seslerde cızırtı var mı yok mu baksın. burgulari akor tutuyor mu sağlam mı baksın.benim aklıma gelenler bunlar. washburn, fender akustik gitar, ikinci el. 8-9 numara tel. klavye ayarı. gitara başlamak isteyen şahsın hangi türü sevdiğine, ne tarz çalmak istediğine, ne kadar çalmak istediğine göre değişecek tavsiyelerdir.başlamak istiyorum ama devamı gelir mi emin değilim diyenlerdenseniz,valencia'nın başlangıç modeli klasik gitarlarının bir bozarını görmedim şimdiye dek. devam edip etmeyeceğinize karar verebileceğiniz, action'ı yüksek olmayan yani çalımı nispeten kolay olan, akort kaçırmayan gitarlar. bütçe olarak sıfırları 300-500 arası değişiyor. örnek şu model:https://www.mydukkan.com/…?id=33561&gid=5&oid=48038ikinci el olur derseniz, yine bu gitarın ikinci eline bakın, klasik gitar için daha fazla para vermek bu seviyede gereksiz.başlamak istiyorum ve devam edeceğim, tarz olarak akustik pop'a yakınım, yani 7-8 akor öğrenip şarkı söyleyeceğim diyorsanız, başlangıç seviyesindejay turserakustik gitarlar tam fiyat/performans ürünleri. bütçe olarak 500-700 arası değişiyor sıfırları. klavyesi yine nispeten rahat, sesi de düşük seviye akustiklerdeki gibi aşırı boğuk değil. örnek şu alet:https://www.mydukkan.com/…?id=15123&gid=4&oid=22393ikinci el olur derseniz, göz zevkinize göre bu fiyatlara birtakamineya dayamahadüşürmeye çalışın.şimdi, son olarak, gitarı solo çalmak için alıyorum, virtüöz kıvamına gelmek istiyorum derseniz, zaten sıçtınız, buna para dayanmaz. burada da ne tarz çalmak istediğiniz fark yaratacak ama en azından başlangıç seviyesinde değil. elektro gitarda kullandığınız amfi ve pedallar önemlidir, düzgün setup varsa gitarın yaratacağı fark minimal olacaktır. o yüzden elektro gitara başlayacak arkadaşlar, tarzlarından bağımsız olarak rahat çalabilecekleri en ucuz gitarı bulup amfiye yatırım yapmalılar.başlangıç için en iyi amfinin benim fikrime göreblackstar id core 10olduğunu söyleyebilirim. şahsen blackstar id tvp 15 kullanıcısı olarak, bu fiyata aldığım tonlara bazen inanamıyorum. merak eden olursa video atayım onlar da inanamasın :) neyse, id core 10'un sıfırı müzik marketlerde 900 tl civarı, ikinci elini de bulabilirsiniz 500-600 liraya, dayanıklı aletler.başlangıç elektro gitarı ise, kullanıcının çalarken rahat edeceği herhangi bir gitar olabilir. ikinci el olarak uygun fiyata bulabilirsenizyamaha pacificacidden güzel bir alet. profesyonel seviyede bile kullanılabilir bir kaç değişimle. ona bütçe yeterli gelmezse,sxmarkalı gitarlar şaşırtıcı şekilde etkiledi beni şimdiye kadar. gerçi onların ikinci elleri de olmuş 500-600, oha ulan. neyse, 1000 liraya blackstar + sx kurtarabilirseniz rahat 1-2 sene götürür sizi.",https://eksisozluk.com/baslangic-icin-gitar-tavsiyeleri--6041805,16.05.2019,16.05.2019,1,başlangıç için gitar tavsiyeleri
