,date,entry
65,20.10.2004,"aynı kişiye her an farklı muamele yapabilecek bir bankadır.gmtn(garanti bankası bireysel müşteri temsilcisi nazlıgül)pro(birisi)bir önceki olaydan 1 ay kadar önce:(hesap durumu nanay, kredi kartı full, bir kaç fatura ödenmemiş)pro: iyi gunler hanfendi benim musteri temsilcim sizmişssiniz.gmtn: aa hoşgeldiniz beyfendi müşteri numaranız.pro: 316900gmtn: hmm mmm mmm, pro beypro: ??gmtn: ne istemiştiniz (bilgisayarı ile ilgilenmeye devam eder)pro: araba alacağım da kredi almak istiyorm ama bireysel olsun kredi uğraşmayalım rehin falan, hem belki satarım.gmtn: hmmm şöyle yapsak bakın faiz de olmaz o zaman, siz bizim bankamıza para yatırın biz o parayı bloke edelim size kredi verelim nasıl ?pro: anlayamadım benim param olsa neden kredi alayım ki ?gmtn: bakın efendim böylece bıkbıkbık lıklılııkpro: yok ben kredi almak istiyorumgmtn: hmm (eline bir kaç form tutuşturup masanın üzerine atarak) , bunları doldurun, 2 kefil, bir tapu varsa maaş bordrosu yada ticaret belgesi bir de hayat sigortası yaptırıp gelin.pro: oldu iyi günler....son olay(hesap durumu: aynı bankanın başka bir şubesinde yüklü bir miktar döviz vardır.)pro: iyi günler nazlıgül hanımgmtn: iyi günler beyfendi, hoşgeldiniz, isminiz neydi hatırlayamadım?pro: pro , müşteri numaram 316900gmtn: hmm , yea ooo , pro bey hoş geldiniz , çay kahve alırmısınız,pro: yok teşekkürler, hatırladınız demekgmtn: ah evet nasılsınız, nasıl yardımcı olabilirim, sizin şu kuala lumpur şubesindeki yatırımınızı bizim şubeye alsak, hem bizim müşterimizsiniz bıjk bık bık.pro: a evet olabilir neyse ben hisse alıp satıcam hesap açtırmak istiyorum, yatırım anlamındagmtn: a öylemi, bakın tam vakti borsaya girmenin, ben şu formları sizin kayıtlarınızdan doldurayım, kimlik vs herşeyiniz var, damga pulunuz da bizden olsun, siz bir imza atın birazdan açılır hesabınız.pro: ne kadar ilgilisiniz, geçen defa böyle olmamıştırgmtn:(gözler faltaşı gibi) aa nasıl olur bir aksilik olmuştur çok yoğunumdur falan, kaç doğumlusunuz siz(sanki yazmıyor ekranında)pro:79gmtn:ah bende 78 liyim, işte iş hali insan hep kendini büyük göstermeye çalışıyor, ben de çok seviyorum çemişgezekte çalışmayı çok güzel mekanlar var (oha oha oha).pro: ya öyle, neyse işlem tamamsa ben müsademi isteyeyim.gmtn: ah çay da içemedik, yine bekleriz efendim, şubemize alacaksınız değilmi portföyünüzü, yine görüşmek üzere her zaman beklerim, mesai dışındada şubede bulabilirsiniz beni , eh işler yoğun tabi.pro: oldu iyi günler...işte böyleyken böyle sözlükdaşlar.edit: hafiyeleri sözlükte bulunan banka, üç kuruş parama el koymazlar inşallah` :smiley`."
66,20.10.2004,"bir zamanlar, teftiş kurulunun sadece otuzsekiz kişiden ibaret olduğu, ilerdeemlak bankasıgenel müdürü olanşükrü karahasanoğlunun da bu müfettişler arasında  bulunduğunu hatırladığım banka."
67,21.10.2004,özellikle eminönü civarında ufak uydu şubeler açarak ahtapot misali tüm çevreyi saran banka..bu tavırları ile takdirimi kazanmışlardır.halen günümüzde adam gibi hizmet alabileceğiniz bir kaç bankadan biri..
68,21.10.2004,"7tepe üni.sinde , vakıfbanki yollatip yerine gelen banka.."
69,01.11.2004,"kredi kartı isteyen bir musterisine adres yetersiz değil diyerek kartını gondermeyen ancak aynı adrese ekstre gonderebilen bir bankacıktır, ""başka bir arzunuz"" gibi sevimli reklam replikleri ya da sloganları kullanacağına önce kendi işini yapması gerektiğini öğrenmelidir artık bunlar."
70,10.11.2004,"uyanık geçinen ve müşterilerini adeta soyan banka.şöyle ki, bahis sitelerine yoğun para akışını farkedip payını alma telaşına düşmüştürgaranti bankası. ve kredi kartıyla yatırılan paralardan 2.5 $ + %2.5 masraf almaktadır.yani diyelim ki bahis hesabımıza 10 $ yatırdık. 10 x 2.5 / 100 + 2.5 = 2.75 $ masraf ödüyoruz. bu masrafı yurtdışı nakit çekim ücreti adı altında almaktalar. yurtdışı nakit çekim ücreti, yurtdışında nakit çekildiğinde ödenir, internetten işlem yapıldığında değil.ben de ne yaptım,haklı müşteri hattı'nı aradım.s: merhaba, sorunum bu.hmh: kaydınızı aldım efendim.s: ne zaman geri dönersiniz?hmh: bu konuyla ilgili geri dönmüyoruz efendim.s: peki itirazım kabul edildi mi nasıl öğrenebilirim?hmh: kabul edilirse zaman içinde görürsünüz efendim.s: ?!?!?"
71,22.11.2004,"birikimli mevduat adı altında yaptığı sözleşmelerde, vazgeçildiği zaman hatırı sayılır hesap kapatma bedeli kesen ve insanı çıldırtan banka."
72,07.12.2004,"vize almak için bakiyenizi gösterir bir belge istediğinizde size ""70 milyon tl. masrafı var"" diyebilen bir bankadır. diğer bankalar (en azındaniş bankası) aynı belgeyi ücretsiz vermektedir."
73,14.12.2004,(bkz:iki tik a bir porsche)
74,31.12.2004,"ytlgeçişinde,31 aralık 2004ü1 ocak 2005e bağlayan gecetürkiye'de sistemlerini kapatmayarak kesintisiz hizmet verecek ikibankadan biri.(bkz:iş bankası)"
75,01.01.2005,ytlgeçisini 1 ocak 2005 00:01 itibariyle gerceklestiren banka.
76,04.01.2005,"internet üzerinden eft işlem ücretini 0,8ytl ye çıkarmış olan banka."
77,05.01.2005,canı sıkıldıkça organizasyon şemasını değiştiren ve şube ağıyla çok fazla oynayan banka. bünyesinde birden fazla banka barındırır aslında.(bkz:osmanlı bankası)(bkz:körfezbank)
78,11.01.2005,"internet sitesi internette en çok hit alan sitelerin içinde tüm bankaları geçtiğine bakılırsa ya çok müşterisi var, ya internet kullanacak kadar eğitimli müşteri sayısı diğerler bankaların müşterilerine göre daha fazla, ya işlemleri yapanlar çok beceriksiz otuz kere çıkıp giriyorlar, ya da sitenin içeriğinde bilgilendirici ekonomik haberler, güncel gelişmeler var, ya da hiçbiri."
79,11.01.2005,"başka banka kartına ödeme ücretini de 50 kuruştan 80 kuruşa çıkaran banka..eftücretini 50 kuruştan 70 kuruşa çıkaran, bu yetmeyince de bir kaç gün içinde 80 kuruşa çıkaran banka.türkiyede ki enflasyon oranını %60 ilan ederek ona göre işlem ücretini arttıran banka.başka hesaba havalede aldığı 30 kuruş ücreti internet sitesine yazma gereği duymadan,haraçkeser gibi müşterilerinden tahsil eden banka.bu gidişle internet bankacılığı kullanan müşterilerinin büyük bir kısmını  kaybedecek olan banka."
80,11.01.2005,"çok kötü bir bankacılık anlayışı olduğunu her fırsatta dile getirdiğim, iyi reklam kampanyası ve halkla ilişkiler çalışmasıyla gözü boyanmış sevenlerini ikna edemediğim banka."
81,12.01.2005,"günlerden bir gün*ferit, bağlı tüm müdürlerine acil bir mesaj geçer:""bana para lazım arkadaşlar, gerisi size kalmış!""etekleri tutuşan müdürler çözüm arayışına girer. öncelikle otomobil pazarlamacısı olan müdürü, arabaların stepnelerini söküp, yan sanayiye satarak olayı çözmeye çalışır, fakat netice alamaz. hatta kellesini kıl payı kurtarır.daha akıllı olan bankacı müdür, (italyanlara kakışlayamadığı için yeterince üzgündür zaten) internet işlemlerinden deli dumrul vergisi almayı akıl ederek bir anda göze girmek dahil, her yerlere girer.(bkz:göze girmek)"
82,14.02.2005,"her türlü istenmediğini belirten uğraşılara rağmen, email olsun, sms olsun mütemadiyen reklam yapanabdullah guclutadında banka.(bkz:spam)"
83,15.02.2005,reklam mucizesi başka bir şey değil. memurların maaşları başka hiç bir bankada öğlen 2de yatırılmaz. her ayın 14ünün bittiği dakikada memur hakeder maaşını anasının sütü gibi. garantiyse annemizin sütünü yatırsak işletir kar yapar. garantiyle anlaşma yapan kurumun...
84,01.03.2005,"gereksiz bir banka, tamı tamına 42 dk bekleyip sıra numaramın olduğu grup sadece iki rakam ilerledi. ondan sonra tüm bağlarımı koparmaya karar verdiğim, bir daha uğramamayı düşündüğüm banka."
85,14.03.2005,"internet subesinde havaleden masraf almaya baslayan banka.nasil bir masraf olusturdugunu sordugumda ""1 milyon musterinin hizli havale yapabilmesi icin gerekli altyapi vs"" şeklinde bir cevap aldım. ""beyfendi mantığımız şöyle; 300bin lira masrafın kimse farkına varmaz, tek tek kimse sallamaz ama yıllık topladığında paranın gözüne vururuz"" demeyecekti tabi.bu 1 milyon müşteri ayda ortalama 1 havale yapsa yılda 3,6trilyon ediyor ki havale hızlandırmaya harcamak icin gayet uygun(!) bir yatırım.."
86,22.03.2005,"şubelerinde kartınızla sıra numarası aldıran, sonrasında 6-7 farklı türde numaralandırmayla başınızı döndüren, küçük paralarla işlem yapan müşterilerin daha fazla beklemesi gerektiğine karar vermiş olan banka. müşterilerini bütçelerine göre sınıflamayı ve farklı muamele yapmayı pişkince ve göstere göstere gerçekleştirerek literatürefasist bankacılıkakımını kazandırıp çığır açmaları en kayda değer başarılarıdır."
87,22.03.2005,"yıllardır müşterisi olduğum, başka bankalara alerji geliştirmeme neden olmuş banka. şube, atm, internet bankacılığı, telefon bankacılığı vs. tüm ürünlerini kullandığım halde hiçbir hatalarını görmedim, görsem zaten bırakırım. (bkz:ziraat bankası)tek kusurları bazı müşterilere öncelik veren q-matic sistemleridir."
88,22.03.2005,"her banka kendi mevduat sahiplerine sırada öncelik tanır ama bu bankanın sistemi çok yüzsüzcedir. bu sistem böyle giderse bir gün vatandaşın biri delirip kendisinden dakikalarca sonra gelen ama sırada önüne geçen şahsın elindeki ""key cardı"" alıp ilk karşısına çıkan görevilinin götüne sokmaya çalışacaktır eminim.bir de her şubeye eşşek kadar garanti anayasası dikmişler 8. maddeye de hiç bir müşteri imtiyazlı değildir garanti müşterisi olsun omasın gibi bir şeyler yazmışlar. insan bari bundan utanır.başka bir banka da bana öncelik tanıyor ama bunu edebiyle yapıyor kimse de rahatsız olmuyor, homurdanmıyır. gidin garantiye bir sürü homurdanan adam görürsünüz."
89,10.04.2005,"""the world's favourite turkish bank"" sloganını her sene gerçekleştirdiğisendikasyonlarla realize eden banka."
90,22.04.2005,baska subeye havale için 20 ytl isteyen banka.
91,03.05.2005,"yeni reklamları için gazetethe devil s advocategibi bir afiş yapabilecek kadar dürüst banka.bir afişçikle çalışanlarında aradıkları vasıfları çok iyi açıklamış arkadaşlar. şerefsiz, ahlaksız ama kazanan, kazanan, hep kazanan..."
92,06.05.2005,"eski hizmet anlayişinda eser kalmamiş banka. hata üstüne hata yapan, müşterisinin sorununda yardimci olmayan, bir para transferi için günlerce süründüren, sonunda yine de netice aldirmayan banka."
93,08.05.2005,http://www.garantibanka.com/adresinde sahtesi olan ve dikkat edilmesi gereken nane. login denemesi olarak 68746987468 gibi rastgele rakamlar yazın ki adamlara kapak olsun.. :d
94,17.05.2005,"kendi sitelerintvmsnbc'de yeralan habere göre; ""garanti bankası'nın 2005 yılının ilk üç ayında brüt karı yüzde 51 artışla 465.5 milyon ytl olurken, net karı 150.2 milyon ytl olarak gerçekleşti.""internetişlemlerinden alınandeli dumrulparaları afiyet olmuştur, ispatıdır. bu ballı karlara rağmen, neden bankayı italyanlara kakışlayamadıkları*ise ayrı gizemdir."
95,02.06.2005,"bir şekilde bankanın bilgisi olsun diye verdiğiniz cep telefonu numaranızı, -sizin onayınızı almadan- 3. şahıs veya kuruluşlara veren banka. telefona yağan reklam mesajlarından isyan edip, önce bağlı olunan operatör aranıp, fırça atılır. sanılır ki, operatorün halt etmesidir bu reklam mesajları. operator firma, sadece kendi kampanyalarını duyurmak için mesaj attıklarını, istenirse bunları kesebileceklerini belirtip, durumu düzeltir. diğer reklamlar için, sorumlu olmadıklarını söyler.gelen mesajlardan mantık yürütülmesi ile asıl sorumlu tesbit edilir. söz konusu bankanın çağrı merkezi hanımcıklarından biri ile yapılan görüşme:- bankanız ve başka ticari kuruluşlardan tonla reklam mesajı geliyor. bunları almak istemiyorum. size bu reklamlar için talimat da vermedim.- efendim, garanti bankası ve bonus card ortaklarının kampanyalarını mesajla duyuruyoruz da ondan.- sadece bankanın bilgisi olsun diye cep telefonumu verdim. siz bana sormadan niçin reklam amaçlı kullanıyorsunuz onu anlamayadım.- e... e. şey..isterseniz iptal edebiliriz.- eh bir zahmet iptal edin bari.cep telefonlarına sürekli reklam gelen mağdur veya mağdurelere ufak bir bilgidir."
96,02.06.2005,"internet sitesindeki her turlu sorun icin sizi subeye davet eden ve hayati gereksiz yere fena halde zorlastiran kurumumsu... ""sizin guvenliginiz icin"" lafini bir kere daha ederlerse kusacagim, sanki milyon dolarlik transfer yapiyorus anasini satayim, eni konu 20 milyonluk dogalgaz faturasi..."
97,26.07.2005,kredili vadesiz hesabınıza ait ekstreyi adresinize göndermek için ekstre başına 2 ytl para keseceğini açıklamış olan bankadır. telefonla arayıp göndermeyin kardeşim ekstre mekstre ben internetten bakıcam dediğinizde bu kanuni gereklilikmiş mutlaka göndermek zorundaymışlar dediler. dolayısı ile garanti kredili hesabı kullananlar yılda 24 ytl ekstra masrafı boşu boşuna ödemek zorundalar.
98,30.07.2005,"3. sınıfa geçmiş birinimt sınavına davet eden, sonra da sözkonusu kişinin bütün sınavları, zilyon tane türkçe, ingilizce ve bunların grup, birebir mülakatlarını geçip kabul edilmesinden sonra ""ama sen 3. sınıfmışsın biz mezun olmayanları almıyoruz ki?"" diyen, işini çok iyi(!) yaptığı her yerlerinden belli olan insan kaynakları çalışanlarına sahip banka."
99,05.08.2005,yakın bir gelecekte internet sayfasını yenileyecek olan banka...
